Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT045,4070.8671251195683
FDX09,OUT010,417.05609460352173
FDH40,OUT019,226.5029531530785
FDW58,OUT017,1715.1230988848638
FDC47,OUT017,3811.6664606609575
NCR41,OUT035,1579.4845580011201
DRG49,OUT035,4262.825219228193
FDC52,OUT027,4240.610091600423
FDY13,OUT046,1160.1315552500255
FDY35,OUT013,691.1629150985026
FDI35,OUT017,3129.680029198654
NCU18,OUT049,2149.9188323696812
FDY33,OUT018,2492.212525116432
FDC15,OUT027,4047.623647426308
FDU01,OUT049,3012.7581744579284
NCU42,OUT046,2897.0556544889387
NCV29,OUT018,2570.36577898428
NCY30,OUT017,3040.5197472893806
FDQ46,OUT049,1738.7002660910296
FDG58,OUT027,3894.71995708149
FDK33,OUT017,3647.248301691979
NCD07,OUT045,1918.3084495813341
NCX29,OUT027,3788.1922119478827
NCT42,OUT013,2413.0624420129357
DRN59,OUT035,740.3279541960776
FDI44,OUT035,1299.2164021115393
FDA45,OUT049,2827.3004885274854
FDP31,OUT045,1132.5716260658755
FDY01,OUT046,1918.5954747726798
FDT09,OUT018,1998.6046595617054
DRH03,OUT027,2520.3012337717996
FDA36,OUT018,2687.0581365232674
NCF31,OUT017,2513.8228611984728
FDG14,OUT049,2486.2576452905905
FDG28,OUT027,5976.568074031239
FDU14,OUT049,4114.582801897984
FDY47,OUT019,319.00272766361655
FDI56,OUT049,1390.200175527655
DRD01,OUT013,863.0055494825011
FDM22,OUT046,863.6928385796243
FDH33,OUT013,661.4187493119406
DRZ24,OUT013,1912.3483959320386
NCQ38,OUT046,1709.5687784626177
FDO16,OUT027,2252.4782265548492
FDU07,OUT027,3870.3482837171714
NCB07,OUT013,3053.1002926385136
FDU48,OUT045,2171.5161833585566
NCM43,OUT045,2745.377970530573
FDR31,OUT010,343.40588239175537
DRK49,OUT018,513.4868024205997
NCI30,OUT010,613.5870174370062
DRD60,OUT017,3119.639895352724
NCG19,OUT046,3503.4510397562412
FDH12,OUT035,1696.5115179212557
FDM32,OUT035,1416.0203402592606
FDM27,OUT035,2557.4498380865007
NCU53,OUT027,4604.011102878155
NCQ18,OUT046,1584.585618010291
FDS10,OUT013,2923.6085451948416
FDB33,OUT027,4343.123411578333
FDI12,OUT013,1322.406341104952
NCW42,OUT013,3847.824668533137
NCC06,OUT018,1981.4687156372468
FDW02,OUT017,2074.376065361677
NCD43,OUT017,1696.9601503253612
FDM57,OUT018,1076.5931072224084
FDA58,OUT017,3860.5823977367854
FDK56,OUT046,3220.527424548819
FDP52,OUT045,3921.817114411037
FDW20,OUT018,1952.8558683082854
FDS52,OUT049,1634.0145058904193
NCT29,OUT018,1847.077533597186
NCL54,OUT013,2925.47496400174
FDC05,OUT045,3142.271963827537
FDF34,OUT035,3150.5325065763504
FDP03,OUT027,3405.8052120639477
FDD32,OUT010,231.07571100562612
FDZ10,OUT045,2190.4269974528847
FDZ40,OUT035,872.2254435405745
FDD51,OUT018,513.8400670772587
NCY30,OUT019,460.96431902535653
FDP58,OUT017,3549.4975299872235
FDV49,OUT017,4476.015423386534
FDY24,OUT019,142.0958764622144
NCO55,OUT017,1693.139431295198
FDR13,OUT017,1992.7626969064645
FDS51,OUT017,1088.265406473796
FDP26,OUT045,1680.840643425834
NCB54,OUT027,3502.761049652897
FDF32,OUT017,3099.1168854045577
FDN31,OUT018,2599.2367580197783
DRM48,OUT017,627.5984030557003
FDN20,OUT049,2835.6133757716993
DRL01,OUT046,3881.3067936632065
FDV56,OUT049,1687.8692010094348
DRH13,OUT027,2694.9717820887613
FDA03,OUT017,2550.7832020499914
FDF47,OUT027,5658.060428471054
FDX32,OUT046,2573.1931209637532
FDX57,OUT049,1590.6370563039281
NCA30,OUT045,3051.765648903104
FDO49,OUT013,748.6014491716213
FDL04,OUT019,234.43377165399932
DRM48,OUT035,646.7162064600063
FDR16,OUT013,3545.2480542583553
NCC19,OUT018,2786.565813785324
NCE42,OUT045,3808.4458878963364
FDY24,OUT017,872.2254435405745
FDH19,OUT049,2860.3616713976908
FDJ46,OUT013,2936.0363900783495
FDN45,OUT010,562.0649174139824
FDY08,OUT035,2160.099106854558
FDZ37,OUT035,1374.237350587272
NCT30,OUT045,760.9312515522855
DRY23,OUT018,513.8400670772587
NCZ30,OUT018,1905.8994558941706
FDC44,OUT018,1424.6224977536629
FDB45,OUT035,1677.9117079183516
FDY04,OUT013,2665.5476810901205
FDM27,OUT046,2665.520284192604
FDZ43,OUT017,4181.0579001780325
FDT39,OUT019,403.0903959104983
NCC06,OUT019,310.113564155464
FDL15,OUT027,4004.1225607025785
FDL57,OUT017,4544.384717953367
FDU08,OUT046,1561.8916956285718
FDK40,OUT017,4554.074819561904
FDQ12,OUT010,565.9008793262434
FDS48,OUT017,2547.8056535377623
FDP09,OUT045,3606.1271830382275
FDW21,OUT049,1622.625509871612
FDY25,OUT035,3140.7325672824186
DRE13,OUT017,1379.5261553466037
FDV43,OUT019,89.28333847667747
FDD22,OUT045,1726.2594961959405
FDM46,OUT019,222.75998791848352
NCO30,OUT010,535.7032358426571
FDM25,OUT046,2955.5943111061806
NCN41,OUT049,2050.8160699695363
FDU24,OUT045,1558.6438974068212
FDZ50,OUT046,3190.9030007675738
FDP45,OUT013,4209.566271329753
NCM54,OUT045,2088.977844110096
FDW10,OUT019,414.2977068277952
FDP20,OUT017,2138.531750285119
FDK32,OUT046,2572.4213625149496
FDN52,OUT049,1349.1026545961472
FDM58,OUT045,1805.7091938928402
FDZ46,OUT027,2880.4584892096464
NCA18,OUT018,1668.717397022999
FDD35,OUT046,2097.9138561273903
NCK31,OUT035,748.6014491716213
FDI40,OUT027,2886.5029627485246
FDT50,OUT019,227.41367286507884
NCT06,OUT046,2735.5386278170977
FDT31,OUT035,3022.309050161165
FDT45,OUT049,813.480745998531
FDT13,OUT045,3139.4170594839024
FDO50,OUT045,1393.863455781975
NCU18,OUT010,317.15435919529665
NCR54,OUT049,3070.3924582394084
NCO18,OUT018,2601.446027071299
FDU09,OUT045,873.7006762362807
FDT13,OUT018,2709.0324822206994
FDE09,OUT046,1753.9072477892958
NCK53,OUT019,231.57155753399732
FDG45,OUT049,3659.4253028635594
DRH15,OUT035,733.4973332485439
FDO21,OUT019,601.8259782451282
FDD14,OUT027,4863.294031408304
FDC09,OUT046,1659.7646217573915
FDH45,OUT027,1036.0317327829066
FDV32,OUT046,1121.3893959419581
FDG12,OUT035,2062.7559619922868
FDS32,OUT013,2197.804656205311
NCL55,OUT018,3563.913750705637
DRE01,OUT035,3756.6483825917617
DRE15,OUT049,1212.6863038162476
NCL42,OUT045,3995.75804957261
FDP31,OUT013,1096.192478880253
FDN33,OUT018,1292.9138612542044
FDZ59,OUT046,2557.9400909002893
FDE45,OUT010,434.98435440284925
FDJ07,OUT013,2001.9178985897288
FDQ45,OUT018,2714.135140275918
FDM33,OUT027,5183.714887314793
FDO15,OUT010,213.51406736953885
FDM46,OUT013,1475.5083531283856
FDR03,OUT045,3480.82818039733
FDY49,OUT018,2576.704915730147
FDQ60,OUT045,1921.6314937316824
FDW10,OUT049,2854.294066369361
FDO51,OUT049,733.4973332485439
FDJ40,OUT018,1329.0483141689826
FDS20,OUT018,2506.3976249889993
FDU45,OUT013,1815.4631745122563
FDV02,OUT035,2883.2533144319964
FDN09,OUT046,4158.899358382092
NCM55,OUT027,4859.8370727696465
FDN23,OUT018,2233.578342661807
FDY31,OUT010,349.2497133449721
FDW03,OUT010,229.8468783555188
FDD14,OUT046,3087.1784263315863
FDV23,OUT017,2065.11998105512
DRI03,OUT045,3009.893159374793
FDN13,OUT035,1600.7516442280655
FDF45,OUT027,1800.118815405163
FDU46,OUT035,1365.2213791789782
FDB57,OUT049,3842.640351617258
FDV12,OUT049,1612.5906469065646
FDQ58,OUT013,2431.481927193745
NCA18,OUT017,1923.8627700035804
FDH52,OUT049,1033.2238490844893
FDM24,OUT018,2345.7879473669554
NCP43,OUT027,4598.838939661301
NCO18,OUT019,468.73773273055673
FDM32,OUT017,1399.9273659778805
NCL07,OUT017,651.247603214292
FDK03,OUT013,4230.9350441001625
FDP59,OUT017,1677.6753189090052
FDQ24,OUT049,4140.806671107422
FDQ16,OUT018,1329.0483141689826
FDU44,OUT013,2648.379231645904
FDH28,OUT010,100.07458189592329
FDV28,OUT019,89.28333847667747
FDM22,OUT045,837.5481653517464
FDR56,OUT046,3132.252440641173
FDV39,OUT049,3099.0888414800547
FDU37,OUT019,211.7282839244512
FDQ11,OUT010,652.1660007894011
FDX02,OUT045,3895.1384219863603
NCS42,OUT018,1271.084113087763
FDY57,OUT027,2704.109369383298
FDB21,OUT049,3686.407677004714
FDE28,OUT017,3712.511349778348
FDQ55,OUT017,1970.662196435115
FDA48,OUT049,3612.8266569061543
FDZ19,OUT045,2985.718096345248
NCC43,OUT045,3973.709747591438
NCV18,OUT046,1329.0414068655136
NCA42,OUT018,2510.082585666101
FDY45,OUT046,4240.862247757641
NCC30,OUT045,2961.503680976989
FDM57,OUT013,1322.406341104952
FDL09,OUT010,380.2070491232095
FDB09,OUT027,3417.973437479631
FDT44,OUT035,1938.4851402120994
NCT06,OUT027,4437.257298674282
FDX26,OUT049,3069.624636989222
FDK32,OUT013,2582.2345331509036
DRA12,OUT046,2239.9631936666324
FDO46,OUT010,549.7781289007428
FDE52,OUT013,1336.3413110990168
NCH42,OUT045,3916.1679780280074
FDV08,OUT035,679.6477542915441
FDB47,OUT018,3258.04297308709
FDC28,OUT010,246.6192445575675
FDD22,OUT046,1883.6373426443315
FDS07,OUT027,3090.3521151397304
DRI13,OUT045,3790.2334111815803
FDG32,OUT018,3440.520025791944
FDU14,OUT017,4146.3928951578055
FDD28,OUT019,164.6490743118156
NCP41,OUT017,1719.9877661542369
FDS08,OUT049,2988.36612563782
FDX47,OUT045,2475.342092739694
FDC53,OUT019,231.57211639400495
FDQ19,OUT035,4151.920463081657
FDL14,OUT045,2417.5930373416645
FDM33,OUT019,544.2746040945926
FDA51,OUT045,1880.4442604343467
FDZ27,OUT018,566.7981387422329
FDT04,OUT046,654.8977910547105
DRC13,OUT049,2088.1064720958357
FDR16,OUT027,5204.6409543485715
FDQ03,OUT027,5934.393340972967
FDE38,OUT035,2867.648942523711
DRH23,OUT027,1776.3797697545222
FDT11,OUT019,506.55003606310464
FDD09,OUT035,3124.7832663904746
FDR40,OUT045,1310.396863256356
FDX07,OUT017,3040.8709202030414
FDR07,OUT035,1555.9706423623302
FDA51,OUT017,1899.820764016975
FDT59,OUT019,599.1318620890147
FDF20,OUT017,3138.386887672767
FDR13,OUT045,1987.2083764842184
FDY26,OUT049,3585.2367381622853
FDW04,OUT017,2100.1928516133444
FDK52,OUT017,3841.470525697666
FDN60,OUT049,2644.710034941196
FDM09,OUT019,394.94369591863995
FDP46,OUT049,1358.2510770755603
FDB50,OUT019,211.7282839244512
NCQ29,OUT049,4040.458534375725
FDP16,OUT027,6194.321686283069
FDX33,OUT018,2486.166245143314
FDP07,OUT010,561.1424262592086
FDN22,OUT046,3741.81255088129
FDF39,OUT049,4449.6678711000195
FDS21,OUT017,1080.5620905978033
NCM42,OUT013,1708.9756071966995
FDK50,OUT019,402.53291262994156
DRF13,OUT027,4050.9997823875356
FDH35,OUT018,2372.238860613166
FDP60,OUT018,1318.679913536142
DRJ49,OUT027,3552.0641586127044
NCT42,OUT019,380.752769138531
FDE38,OUT049,2825.539331445838
FDI04,OUT049,3182.78547960206
NCH54,OUT045,2669.6849707191805
FDT56,OUT049,920.5841346495099
DRD15,OUT018,3334.72502961654
FDV58,OUT013,3019.5346789642126
FDP21,OUT049,3323.286966872977
FDH05,OUT013,3858.4072954010976
FDR10,OUT027,4425.380713455657
NCP06,OUT045,2567.938500773335
FDF33,OUT049,1697.097188996272
DRK37,OUT013,3315.000651087127
DRH49,OUT045,1334.140053018234
FDT58,OUT013,2798.981716819732
FDD41,OUT018,1326.476003378005
FDP40,OUT018,1346.1455504668272
FDM51,OUT027,2709.6269233419903
FDO45,OUT010,210.08061045836035
FDW33,OUT010,231.09390334100343
FDY24,OUT045,859.7176525984735
FDB10,OUT010,579.4524378212868
FDM40,OUT035,2139.5352562759385
NCI06,OUT017,3141.4371576603567
FDW12,OUT019,328.93432462343065
FDX48,OUT027,4047.2841067945037
NCW05,OUT027,2871.8478214952947
FDX27,OUT017,1583.5906337604872
DRM37,OUT045,3139.3449069079243
FDA38,OUT045,4182.97803828487
FDR36,OUT046,675.9328306902883
FDZ45,OUT046,3322.462651566774
FDG05,OUT017,2614.022271772574
FDK28,OUT013,4605.7559396223005
FDV47,OUT045,1351.7222336505965
FDN21,OUT045,2687.060063290276
FDP20,OUT027,3480.1550651407556
FDI35,OUT045,3115.75444484832
DRY23,OUT013,690.3003477805916
FDA56,OUT017,2107.50076791911
FDB09,OUT013,2033.275446072589
NCO26,OUT027,3077.668140329779
FDQ49,OUT018,2524.7999404728516
FDI52,OUT027,3339.886201100341
FDZ44,OUT027,2918.71604605673
FDZ09,OUT018,2488.1411055429635
FDY03,OUT049,1912.0049338282913
NCG42,OUT017,2160.054212907092
DRI13,OUT027,5510.99833333131
FDQ32,OUT013,2104.7146809087913
FDW16,OUT035,1390.7701019895271
FDU27,OUT046,748.6014491716213
FDR28,OUT010,426.2791420473252
FDQ49,OUT010,359.7747114636429
FDS37,OUT046,1958.0139141533755
FDW26,OUT018,3410.9745422685855
FDX12,OUT018,3388.852210665072
NCP06,OUT013,2580.9458783980317
FDW45,OUT010,352.27162920865607
NCN30,OUT049,1579.3758324407286
FDN24,OUT049,813.480745998531
NCL41,OUT027,1036.0317327829066
FDR02,OUT019,247.34382979701627
FDD09,OUT010,512.9617228729217
FDS33,OUT010,209.71495574882547
FDU22,OUT045,1946.2544105976467
FDI53,OUT013,2591.431146284807
DRH01,OUT049,2856.0458363536054
FDX32,OUT013,2223.387965648557
NCP30,OUT018,513.4868024205997
FDB60,OUT045,3110.8409520390346
FDB14,OUT049,1552.0936698595885
NCP02,OUT035,887.1321790914751
FDJ10,OUT017,2117.8682093582775
FDG34,OUT046,1790.7844647307188
NCB18,OUT017,1361.4219760591495
FDM16,OUT049,1147.899473213331
FDW25,OUT018,1066.5015470312974
FDB35,OUT010,218.49628042552
DRN11,OUT013,2155.507823994602
FDF41,OUT019,593.0757508693916
FDH16,OUT045,1368.6962137458659
NCQ50,OUT018,3104.9583628468054
DRH23,OUT018,781.9272956503763
DRJ37,OUT013,2498.09033209784
DRJ24,OUT027,4882.489520979733
FDY16,OUT035,3062.2613443672517
FDQ27,OUT045,1713.4568719637775
FDZ33,OUT045,2522.9515893484413
FDF29,OUT045,2176.8466104163126
FDA08,OUT049,2686.1932865054555
FDG31,OUT046,1112.007780438896
FDE34,OUT019,522.6995234588522
NCR30,OUT027,1879.5132487121778
FDV33,OUT035,4554.871137412355
DRZ24,OUT018,1868.159286752529
NCL54,OUT035,2993.0944633651775
FDR12,OUT049,2981.1100399880843
NCC54,OUT046,3861.8155821560476
DRN59,OUT013,735.4823679701641
FDX50,OUT019,248.59085478250083
FDV31,OUT027,4503.750498385843
NCA29,OUT027,4589.18801343897
FDW60,OUT049,3019.799635940219
FDX08,OUT017,3151.411424103972
DRD49,OUT013,3585.816975396583
FDD33,OUT046,3674.020149057526
FDW35,OUT013,656.5731630860272
FDJ36,OUT017,1670.817904614906
FDV51,OUT035,2906.95228910896
FDW36,OUT046,1690.9571974990097
FDH35,OUT046,2654.095048598174
NCS30,OUT027,3510.0723075600336
FDN49,OUT017,654.8977910547105
FDL08,OUT018,3513.6629758437603
FDI09,OUT013,3751.242927967228
FDP19,OUT018,1974.200261740749
FDU21,OUT010,95.88554145269985
NCP41,OUT045,1706.717982541729
FDY10,OUT013,1793.5383609890278
FDP12,OUT018,509.29776197737624
NCN26,OUT049,1975.4960240491293
FDK44,OUT013,2850.8271448783285
FDC28,OUT049,1702.1541645716543
FDJ41,OUT027,6278.02406324538
NCT29,OUT035,2074.384781273439
NCH42,OUT019,564.0301715548148
FDU60,OUT018,2429.4570426954197
FDS02,OUT045,3200.5270299590084
FDC51,OUT046,2138.1264824577056
FDU03,OUT013,3061.230721538671
FDX39,OUT045,3658.42832194886
NCY05,OUT010,100.07458189592329
NCL06,OUT027,5942.072748065062
FDD32,OUT035,1289.9130955106261
NCN41,OUT045,2050.8160699695363
NCX53,OUT049,2241.217021643245
FDU57,OUT019,336.2738429779801
FDQ23,OUT046,1694.2479794996657
FDQ52,OUT045,3951.508093173609
FDC14,OUT045,657.7038257106848
FDY09,OUT035,3004.077310717433
FDQ28,OUT045,2575.5094994115943
FDV25,OUT046,3906.3540775782376
FDJ07,OUT035,1998.1876983341592
DRB25,OUT049,1690.9571974990097
FDK52,OUT019,554.5768854645648
FDY52,OUT027,1840.9252729081654
FDB28,OUT046,3290.1846450919784
FDT36,OUT035,627.5984030557003
FDV25,OUT017,3946.24482364311
NCN07,OUT027,3593.561837810277
FDC57,OUT017,3066.0103878967257
FDQ03,OUT018,3437.75601414206
FDU23,OUT017,2893.636108650774
NCX41,OUT035,3693.0231187908603
NCD06,OUT035,748.6014491716213
FDW08,OUT045,1655.998296744418
NCU29,OUT017,2416.4689848442395
NCE06,OUT013,2498.3176670787334
FDV52,OUT010,261.7151267202382
FDB02,OUT017,2964.615469422884
NCR18,OUT045,670.4729104585233
FDK16,OUT049,1568.8610709902173
NCQ29,OUT010,594.9464586408202
FDZ01,OUT019,231.57211639400495
FDW27,OUT035,2437.4513608601046
FDD17,OUT018,3325.7739966665795
FDW39,OUT013,3011.032441803524
DRH59,OUT045,1131.8423859890368
FDS52,OUT013,1663.2816907064032
FDU40,OUT027,5239.780647654944
NCF54,OUT013,2830.521266972199
FDH46,OUT045,1689.9636363269228
NCP14,OUT049,1679.5807311607603
FDH50,OUT049,3135.13637465455
DRF15,OUT010,364.92771315710235
FDV27,OUT027,2351.290103433372
NCJ06,OUT049,2030.9459965039089
FDN02,OUT018,3265.1948058340035
FDQ51,OUT049,737.5219195401035
FDQ07,OUT017,3779.344338663369
FDS45,OUT049,1709.115427261577
NCJ06,OUT045,2039.2119822605316
FDD36,OUT035,1999.3553008374004
FDY25,OUT045,3145.5142358609846
FDU52,OUT046,2419.4674779273228
DRK47,OUT017,4028.372865836315
NCL30,OUT017,2117.176626334356
FDN22,OUT035,3784.4409258272276
NCF30,OUT027,3430.6095594256335
FDK03,OUT035,4286.237707689544
FDT45,OUT017,876.2006295217252
NCC54,OUT027,5937.379833004118
FDP08,OUT018,2979.205795799975
