Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF50,OUT018,2918.4770885533653
FDG28,OUT035,4100.97452254768
NCE19,OUT017,1018.7742969479878
NCM53,OUT010,0.0
NCN18,OUT049,1837.6435624353471
FDF32,OUT035,3313.0838200714497
FDF11,OUT013,4016.931104412215
DRI59,OUT049,3589.7400495242327
NCG54,OUT035,2810.600233915713
FDM44,OUT046,1714.3835673476424
FDT57,OUT018,3527.0400053575286
FDV24,OUT046,2454.817479215868
FDI50,OUT019,1858.9066207655706
FDS09,OUT035,990.1878321666882
NCC31,OUT027,3876.9802262009325
FDQ07,OUT019,1677.0005420983653
FDC22,OUT017,3208.537227568362
FDZ56,OUT046,2781.9493668074865
FDZ40,OUT019,0.0
FDS46,OUT027,3331.4478010056628
DRD24,OUT045,2251.8898630586773
FDV45,OUT017,3151.7239736269257
FDL26,OUT045,2446.7013191521983
FDA56,OUT018,1788.534051922892
FDN27,OUT046,1907.202011577625
FDM20,OUT049,3977.1930844358576
FDO16,OUT017,1559.9070139827818
FDL03,OUT035,3267.1674086915446
FDE58,OUT046,1898.7529497456853
FDI02,OUT027,3204.7366399755847
NCC55,OUT019,0.0
FDR03,OUT018,3073.613086760597
FDB14,OUT017,1618.2343952240044
FDR45,OUT013,3930.7256858364563
NCN07,OUT017,2176.081104671219
FDM51,OUT019,0.0
FDT52,OUT027,5374.579006943459
FDL26,OUT046,2490.689303235864
NCZ42,OUT046,3874.3094236885954
DRI47,OUT019,475.02440469861904
FDW40,OUT013,2361.226006655357
FDN34,OUT046,2802.6334542272525
FDS01,OUT035,3013.549591416988
NCG55,OUT045,1822.7829529750015
FDC11,OUT035,1518.8795279261249
FDX35,OUT018,3451.5060732335987
NCB06,OUT046,2603.8747786470485
FDR09,OUT019,2272.189801385044
FDC53,OUT017,1776.1370619683876
FDY45,OUT013,4151.302660294066
FDA22,OUT010,838.8760351365781
FDE02,OUT035,1643.236196147016
FDW21,OUT045,1683.4701140840189
FDV34,OUT046,1296.75069375796
FDS59,OUT049,1853.7720539709262
NCW17,OUT017,2223.438645860544
NCK54,OUT046,1926.8465971674304
FDG17,OUT019,2138.5681546541455
FDG35,OUT017,3008.6479889013717
FDD08,OUT010,0.0
NCO07,OUT017,3511.4051711658103
FDJ10,OUT010,352.92417436130927
FDW36,OUT017,1813.5085164209595
FDW21,OUT010,0.0
FDY19,OUT017,2044.404103627996
DRE03,OUT013,753.0293935798691
NCC55,OUT049,638.2646540092392
FDH52,OUT010,0.0
FDO09,OUT017,4346.541341096672
FDU43,OUT045,3829.519468581173
FDX09,OUT010,889.6694297830836
FDH40,OUT019,0.0
FDW58,OUT017,1816.8861629632302
FDC47,OUT017,3717.5337148976832
NCR41,OUT035,1679.9062139310263
DRG49,OUT035,4055.2885985896573
FDC52,OUT027,3818.255292542817
FDY13,OUT046,1273.2550749054353
FDY35,OUT013,872.2542232633132
FDI35,OUT017,3113.121560502608
NCU18,OUT049,2265.24875380905
FDY33,OUT018,2283.530815708422
FDC15,OUT027,3765.3667702799285
FDU01,OUT049,3052.1784807930817
NCU42,OUT046,2774.2637775249896
NCV29,OUT018,2640.2688005264354
NCY30,OUT017,3040.0633611560916
FDQ46,OUT049,1810.139460691149
FDG58,OUT027,3869.4152190617606
FDK33,OUT017,3550.661312692013
NCD07,OUT045,1829.5120604775439
NCX29,OUT027,3717.2988647719467
NCT42,OUT013,2470.771024547066
DRN59,OUT035,815.9392893673357
FDI44,OUT035,1389.3706888309098
FDA45,OUT049,2777.8420929713757
FDP31,OUT045,1004.6552534360089
FDY01,OUT046,1867.6057959320315
FDT09,OUT018,1925.2744632586982
DRH03,OUT027,2877.89746577786
FDA36,OUT018,2781.1917796498456
NCF31,OUT017,2596.242781293331
FDG14,OUT049,2503.625701549565
FDG28,OUT027,5382.979945023384
FDU14,OUT049,3930.3388498759596
FDY47,OUT019,335.331158623434
FDI56,OUT049,1501.375856271232
DRD01,OUT013,1031.637324976793
FDM22,OUT046,994.6027208473388
FDH33,OUT013,715.8486233632284
DRZ24,OUT013,1984.6728947550146
NCQ38,OUT046,1704.6848328528722
FDO16,OUT027,2808.147370497827
FDU07,OUT027,3808.427437594699
NCB07,OUT013,3123.597116927209
FDU48,OUT045,2066.2108857232524
NCM43,OUT045,2589.886657131472
FDR31,OUT010,492.32379231325467
DRK49,OUT018,442.6963256231247
NCI30,OUT010,1949.9950152954552
DRD60,OUT017,3050.4271791406645
NCG19,OUT046,3700.096398582158
FDH12,OUT035,1803.841298668005
FDM32,OUT035,1622.5159549050877
FDM27,OUT035,2585.4713891028223
NCU53,OUT027,4110.0838553808135
NCQ18,OUT046,1563.7830908904434
FDS10,OUT013,2916.790260161055
FDB33,OUT027,3965.623667456486
FDI12,OUT013,1466.032347511893
NCW42,OUT013,3565.9277336792293
NCC06,OUT018,1790.5293367760023
FDW02,OUT017,2154.8290063408203
NCD43,OUT017,1840.1792143959901
FDM57,OUT018,1108.612236849949
FDA58,OUT017,3899.468129564935
FDK56,OUT046,2993.518586541104
FDP52,OUT045,3743.2446288328356
FDW20,OUT018,1752.6486653649044
FDS52,OUT049,1714.6360442973237
NCT29,OUT018,1695.0682299017644
NCL54,OUT013,2860.0314731503167
FDC05,OUT045,3181.078377400103
FDF34,OUT035,3338.935086123922
FDP03,OUT027,3409.933642740958
FDD32,OUT010,0.0
FDZ10,OUT045,2031.3211625299446
FDZ40,OUT035,1063.4939072528796
FDD51,OUT018,353.28490389282524
NCY30,OUT019,1041.9463895253866
FDP58,OUT017,3573.7397248029447
FDV49,OUT017,4391.412416025458
FDY24,OUT019,0.0
NCO55,OUT017,1799.498390285211
FDR13,OUT017,2081.6580903102586
FDS51,OUT017,1145.9034095237585
FDP26,OUT045,1547.1351215213945
NCB54,OUT027,3500.1518583588913
FDF32,OUT017,3294.879003627211
FDN31,OUT018,2789.962004505942
DRM48,OUT017,704.9352929047745
FDN20,OUT049,2746.3623509990284
DRL01,OUT046,3820.4909998824587
FDV56,OUT049,1819.5456420788978
DRH13,OUT027,3159.5994848457776
FDA03,OUT017,2414.18715740036
FDF47,OUT027,5006.971467304786
FDX32,OUT046,2412.3811507266655
FDX57,OUT049,1595.3662669415353
NCA30,OUT045,2937.7993084680493
FDO49,OUT013,982.3851611187565
FDL04,OUT019,0.0
DRM48,OUT035,710.609597556977
FDR16,OUT013,3518.8911911919276
NCC19,OUT018,2808.399684657532
NCE42,OUT045,3714.69463751938
FDY24,OUT017,1043.9425808334781
FDH19,OUT049,2805.7794944355264
FDJ46,OUT013,2849.115450472629
FDN45,OUT010,1585.3074545740528
FDY08,OUT035,2371.191964562284
FDZ37,OUT035,1603.535033158143
NCT30,OUT045,731.3876119729539
DRY23,OUT018,461.81975217259605
NCZ30,OUT018,1725.6101518359355
FDC44,OUT018,1512.2943255663558
FDB45,OUT035,1826.1934049326956
FDY04,OUT013,2735.5117269053444
FDM27,OUT046,2641.345113891526
FDZ43,OUT017,4054.339113035283
FDT39,OUT019,637.4523727025517
NCC06,OUT019,202.34461229853332
FDL15,OUT027,3846.776397173744
FDL57,OUT017,4262.700778662358
FDU08,OUT046,1681.7764052427228
FDK40,OUT017,4425.396004085691
FDQ12,OUT010,1763.10768232611
FDS48,OUT017,2564.173811239103
FDP09,OUT045,3345.6451530432387
FDW21,OUT049,1703.1720438383636
FDY25,OUT035,3045.571909096776
DRE13,OUT017,1572.8898863068753
FDV43,OUT019,0.0
FDD22,OUT045,1749.1301567870833
FDM46,OUT019,0.0
NCO30,OUT010,1048.2179118725762
FDM25,OUT046,2914.607610147694
NCN41,OUT049,2009.6763711959647
FDU24,OUT045,1476.1938861765084
FDZ50,OUT046,2921.200517188394
FDP45,OUT013,4113.477379594187
NCM54,OUT045,1968.2587814778526
FDW10,OUT019,938.4264210980909
FDP20,OUT017,2197.745337769811
FDK32,OUT046,2511.895620035779
FDN52,OUT049,1469.1140795249812
FDM58,OUT045,1807.9797762696253
FDZ46,OUT027,3164.4574127396772
NCA18,OUT018,1622.522520753264
FDD35,OUT046,2080.512957156883
NCK31,OUT035,916.0024871817586
FDI40,OUT027,3037.3692294216453
FDT50,OUT019,0.0
NCT06,OUT046,2658.069112212601
FDT31,OUT035,3156.090887106955
FDT45,OUT049,871.7455613565835
FDT13,OUT045,2987.9905591021234
FDO50,OUT045,1421.8475214036152
NCU18,OUT010,323.607038518865
NCR54,OUT049,3090.856304435758
NCO18,OUT018,2600.1759899428725
FDU09,OUT045,931.6956966881844
FDT13,OUT018,2767.6139930385834
FDE09,OUT046,1905.1217155501945
NCK53,OUT019,0.0
FDG45,OUT049,3504.275690282797
DRH15,OUT035,767.2298630158621
FDO21,OUT019,1809.5275674096047
FDD14,OUT027,4279.594164727387
FDC09,OUT046,1761.6501182469074
FDH45,OUT027,2134.118102706343
FDV32,OUT046,1119.7844749094656
FDG12,OUT035,2119.411663321851
FDS32,OUT013,2370.590098657034
NCL55,OUT018,3709.4946882594522
DRE01,OUT035,3967.6987961965497
DRE15,OUT049,1209.576397986384
NCL42,OUT045,3887.3752780267096
FDP31,OUT013,1070.6446770368784
FDN33,OUT018,1266.3683412466635
FDZ59,OUT046,2701.19766261983
FDE45,OUT010,984.6531582595053
FDJ07,OUT013,1999.7794587196113
FDQ45,OUT018,2765.285572529814
FDM33,OUT027,4871.955332329191
FDO15,OUT010,0.0
FDM46,OUT013,1509.6741105386027
FDR03,OUT045,3298.735930407711
FDY49,OUT018,2462.4319213596173
FDQ60,OUT045,1901.416623665078
FDW10,OUT049,2839.009671176522
FDO51,OUT049,803.6308783636632
FDJ40,OUT018,1563.0177770735172
FDS20,OUT018,2701.192839496449
FDU45,OUT013,1905.7958020089718
FDV02,OUT035,2741.262266390695
FDN09,OUT046,3911.724754426992
NCM55,OUT027,4331.018261659556
FDN23,OUT018,2151.844324838821
FDY31,OUT010,477.3614852997416
FDW03,OUT010,0.0
FDD14,OUT046,2884.520057340982
FDV23,OUT017,2175.766221251135
DRI03,OUT045,2750.094113601983
FDN13,OUT035,1700.8721732906415
FDF45,OUT027,2452.363865960113
FDU46,OUT035,1602.5769849911158
FDB57,OUT049,3627.4764138154133
FDV12,OUT049,1674.3910464141663
FDQ58,OUT013,2527.2763514787803
NCA18,OUT017,1996.1270755356818
FDH52,OUT049,1130.1210259780928
FDM24,OUT018,2189.970706202803
NCP43,OUT027,4265.201406756372
NCO18,OUT019,993.6968757834547
FDM32,OUT017,1628.271646280802
NCL07,OUT017,733.7724635446211
FDK03,OUT013,4052.040555781394
FDP59,OUT017,1832.7706839128805
FDQ24,OUT049,4039.6412519181904
FDQ16,OUT018,1524.6873612010968
FDU44,OUT013,2697.921360926557
FDH28,OUT010,0.0
FDV28,OUT019,0.0
FDM22,OUT045,885.5751148346462
FDR56,OUT046,3197.1046180447593
FDV39,OUT049,3189.196023977842
FDU37,OUT019,0.0
FDQ11,OUT010,2340.6898530224425
FDX02,OUT045,3452.3302131501987
NCS42,OUT018,1230.6183509669063
FDY57,OUT027,2910.860228273712
FDB21,OUT049,3869.94193890717
FDE28,OUT017,3840.232602540171
FDQ55,OUT017,2041.9101442928077
FDA48,OUT049,3537.7187710989674
FDZ19,OUT045,2787.959924600451
NCC43,OUT045,3982.0967181000597
NCV18,OUT046,1340.4455336105457
NCA42,OUT018,2315.2689080478594
FDY45,OUT046,4127.925910311125
NCC30,OUT045,2821.7538374026335
FDM57,OUT013,1466.27780711581
FDL09,OUT010,691.0725029424211
FDB09,OUT027,3422.37561509198
FDT44,OUT035,2017.4220611398923
NCT06,OUT027,4019.254140302699
FDX26,OUT049,2838.0399460181507
FDK32,OUT013,2568.627232474799
DRA12,OUT046,2358.00163188616
FDO46,OUT010,1177.0734562452271
FDE52,OUT013,1444.306087098812
NCH42,OUT045,3665.928889296585
FDV08,OUT035,877.4094725553005
FDB47,OUT018,3112.589429752363
FDC28,OUT010,0.0
FDD22,OUT046,1848.6661267981835
FDS07,OUT027,3245.3086868243263
DRI13,OUT045,3463.676146387268
FDG32,OUT018,3233.846043184589
FDU14,OUT017,4049.5816415410955
FDD28,OUT019,0.0
NCP41,OUT017,1939.4864305712981
FDS08,OUT049,2871.415448440326
FDX47,OUT045,2607.92778124912
FDC53,OUT019,0.0
FDQ19,OUT035,4078.1239655952086
FDL14,OUT045,2526.6834485149448
FDM33,OUT019,1647.4830368518305
FDA51,OUT045,1700.0541869782755
FDZ27,OUT018,504.43087328702677
FDT04,OUT046,704.8897217983613
DRC13,OUT049,2101.8361946592486
FDR16,OUT027,4860.95071809362
FDQ03,OUT027,5172.881438554803
FDE38,OUT035,2847.571921433133
DRH23,OUT027,2205.9786228186713
FDT11,OUT019,1260.128083200776
FDD09,OUT035,3043.0782284969464
FDR40,OUT045,1410.4360238954978
FDX07,OUT017,3129.6913648311747
FDR07,OUT035,1669.3423621580296
FDA51,OUT017,1881.547730171107
FDT59,OUT019,1914.7390685248538
FDF20,OUT017,3295.881928181072
FDR13,OUT045,1887.176377228403
FDY26,OUT049,3322.998418277304
FDW04,OUT017,2300.883792060107
FDK52,OUT017,3760.4889440411935
FDN60,OUT049,2500.7918824859953
FDM09,OUT019,885.495043396586
FDP46,OUT049,1414.81717480738
FDB50,OUT019,0.0
NCQ29,OUT049,4152.456422235031
FDP16,OUT027,5352.90838676611
FDX33,OUT018,2331.917888993805
FDP07,OUT010,1275.1567375539307
FDN22,OUT046,4007.1973194780294
FDF39,OUT049,4178.434948222406
FDS21,OUT017,1152.123609944334
NCM42,OUT013,1815.1254486738762
FDK50,OUT019,806.9478755661257
DRF13,OUT027,3778.0779304178577
FDH35,OUT018,2411.217029653708
FDP60,OUT018,1326.959590576822
DRJ49,OUT027,3521.45397752001
NCT42,OUT019,547.2701637763239
FDE38,OUT049,2741.9550789320347
FDI04,OUT049,3248.892919428079
NCH54,OUT045,2473.2921366756927
FDT56,OUT049,991.3343817199639
DRD15,OUT018,3385.0079711476283
FDV58,OUT013,3165.565212393398
FDP21,OUT049,3080.358232955812
FDH05,OUT013,3821.7819489854446
FDR10,OUT027,4004.7807965792454
NCP06,OUT045,2333.701143708662
FDF33,OUT049,1808.2213817759766
DRK37,OUT013,3152.129259224341
DRH49,OUT045,1355.7531397251296
FDT58,OUT013,2737.7680932662624
FDD41,OUT018,1493.808788983777
FDP40,OUT018,1629.4521435386123
FDM51,OUT027,3070.0002659177553
FDO45,OUT010,0.0
FDW33,OUT010,0.0
FDY24,OUT045,946.6063629680139
FDB10,OUT010,1875.800398135034
FDM40,OUT035,2375.6782198634755
NCI06,OUT017,3026.608520880516
FDW12,OUT019,504.052360891641
FDX48,OUT027,3914.5438980870385
NCW05,OUT027,3089.8729675524664
FDX27,OUT017,1563.998688457039
DRM37,OUT045,3121.2890720477444
FDA38,OUT045,3795.0199291501776
FDR36,OUT046,710.6539998267981
FDZ45,OUT046,3202.940705379864
FDG05,OUT017,2729.526998420144
FDK28,OUT013,4242.818286267444
FDV47,OUT045,1385.8830475667928
FDN21,OUT045,2505.7464000804757
FDP20,OUT027,3467.4735472882894
FDI35,OUT045,2947.21829974468
DRY23,OUT013,803.7225892844872
FDA56,OUT017,2176.4593922977656
FDB09,OUT013,2055.8814442018484
NCO26,OUT027,3251.8060305788385
FDQ49,OUT018,2326.1328307169606
FDI52,OUT027,3362.9374638635345
FDZ44,OUT027,3317.46511324124
FDZ09,OUT018,2326.7585996149573
FDY03,OUT049,1830.8650237817346
NCG42,OUT017,2194.380305405226
DRI13,OUT027,4911.637747739107
FDQ32,OUT013,2129.2607541113975
FDW16,OUT035,1651.0665124049847
FDU27,OUT046,740.8437783846312
FDR28,OUT010,788.5963395545405
FDQ49,OUT010,701.1543905133003
FDS37,OUT046,1947.6212272757257
FDW26,OUT018,3195.5513854599267
FDX12,OUT018,3622.3284485992335
NCP06,OUT013,2447.063368804418
FDW45,OUT010,411.4714382605889
NCN30,OUT049,1540.3068786161894
FDN24,OUT049,842.7500817330438
NCL41,OUT027,1975.9208354535658
FDR02,OUT019,0.0
FDD09,OUT010,1039.9706254789926
FDS33,OUT010,0.0
FDU22,OUT045,1869.2171090734919
FDI53,OUT013,2698.344184956266
DRH01,OUT049,2804.0259993821237
FDX32,OUT013,2381.899818768681
NCP30,OUT018,372.3206094100897
FDB60,OUT045,3128.4178184128687
FDB14,OUT049,1513.435946172889
NCP02,OUT035,1081.8388527178759
FDJ10,OUT017,2402.3392996119073
FDG34,OUT046,1886.4271084800275
NCB18,OUT017,1525.4618358231091
FDM16,OUT049,1319.1521000883076
FDW25,OUT018,1150.716292588535
FDB35,OUT010,0.0
DRN11,OUT013,2266.092124153103
FDF41,OUT019,2066.8601361916226
FDH16,OUT045,1438.2288772087923
NCQ50,OUT018,3117.5679592402885
DRH23,OUT018,552.0224840199953
DRJ37,OUT013,2516.2142018572777
DRJ24,OUT027,4328.026155873478
FDY16,OUT035,3083.0813981636747
FDQ27,OUT045,1720.715226687069
FDZ33,OUT045,2328.277646935705
FDF29,OUT045,2159.9311603472597
FDA08,OUT049,2699.1618774474337
FDG31,OUT046,1121.6777704522974
FDE34,OUT019,1140.7203625885886
NCR30,OUT027,2564.1006600648543
FDV33,OUT035,4302.451994347721
DRZ24,OUT018,1743.3688558947033
NCL54,OUT035,2870.3887894373474
FDR12,OUT049,2831.5961863929697
NCC54,OUT046,3887.174434489105
DRN59,OUT013,795.2378195636702
FDX50,OUT019,0.0
FDV31,OUT027,4243.328133382267
NCA29,OUT027,4161.4073705724
FDW60,OUT049,2928.8265793344763
FDX08,OUT017,3101.7816209869343
DRD49,OUT013,3795.993397277023
FDD33,OUT046,3726.251701736561
FDW35,OUT013,837.8646531964041
FDJ36,OUT017,1774.1104138058581
FDV51,OUT035,2776.692722663167
FDW36,OUT046,1753.467746845563
FDH35,OUT046,2726.3743359141663
NCS30,OUT027,3458.0260549647937
FDN49,OUT017,800.292698445337
FDL08,OUT018,3708.470426484826
FDI09,OUT013,3895.1877923897264
FDP19,OUT018,1781.9927599398216
FDU21,OUT010,0.0
NCP41,OUT045,1743.3910560379445
FDY10,OUT013,1859.0925371090416
FDP12,OUT018,391.7501550521556
NCN26,OUT049,1894.5538597766426
FDK44,OUT013,2828.5869234908023
FDC28,OUT049,1826.4860477309267
FDJ41,OUT027,5646.396815000291
NCT29,OUT035,2132.8543693279935
NCH42,OUT019,1804.8156768668705
FDU60,OUT018,2421.4423651719408
FDS02,OUT045,2971.5762536950206
FDC51,OUT046,2007.5006970574177
FDU03,OUT013,2964.6250525936484
FDX39,OUT045,3375.0193121926422
NCY05,OUT010,0.0
NCL06,OUT027,5516.71465718477
FDD32,OUT035,1494.1117313523282
NCN41,OUT045,1959.824207550977
NCX53,OUT049,2316.8986229311704
FDU57,OUT019,548.4287599996314
FDQ23,OUT046,1799.2795725306787
FDQ52,OUT045,3925.885620552217
FDC14,OUT045,678.1691043841274
FDY09,OUT035,2958.370543614641
FDQ28,OUT045,2537.9559266456345
FDV25,OUT046,3609.3995442023734
FDJ07,OUT035,2024.438809632833
DRB25,OUT049,1734.6655632732145
FDK52,OUT019,1759.7122111087228
FDY52,OUT027,2481.773630733791
FDB28,OUT046,3124.061320022418
FDT36,OUT035,684.7262101024244
FDV25,OUT017,3724.9944506523316
NCN07,OUT027,3458.3507795953046
FDC57,OUT017,3262.4050718544313
FDQ03,OUT018,3524.515960207049
FDU23,OUT017,2879.7943032025505
NCX41,OUT035,3551.0497445564542
NCD06,OUT035,847.6808923502394
FDW08,OUT045,1661.372050550941
NCU29,OUT017,2529.092076949615
NCE06,OUT013,2631.298740988568
FDV52,OUT010,0.0
FDB02,OUT017,3033.60399722452
NCR18,OUT045,672.789379896014
FDK16,OUT049,1622.2864659675834
NCQ29,OUT010,2199.0342447437433
FDZ01,OUT019,0.0
FDW27,OUT035,2628.1723214564554
FDD17,OUT018,3608.9239760575147
FDW39,OUT013,2945.661266367315
DRH59,OUT045,1106.1275639469823
FDS52,OUT013,1779.6871356089105
FDU40,OUT027,4558.870337530461
NCF54,OUT013,2815.122353036684
FDH46,OUT045,1687.999066922188
NCP14,OUT049,1656.7622049779602
FDH50,OUT049,3050.8907260462292
DRF15,OUT010,473.33956614419003
FDV27,OUT027,2836.03164682597
NCJ06,OUT049,1922.8144018292223
FDN02,OUT018,3012.6845981336664
FDQ51,OUT049,807.058509396782
FDQ07,OUT017,3727.64397781546
FDS45,OUT049,1786.655556067155
NCJ06,OUT045,1890.414993365528
FDD36,OUT035,2022.4419335634302
FDY25,OUT045,2917.084026463126
FDU52,OUT046,2568.9454002984276
DRK47,OUT017,3728.4465743013134
NCL30,OUT017,2169.8662685730233
FDN22,OUT035,4102.860461337186
NCF30,OUT027,3362.986001115685
FDK03,OUT035,4159.156854151137
FDT45,OUT017,1021.0692522681493
NCC54,OUT027,5222.308050954554
FDP08,OUT018,2865.9247029118706
FDU44,OUT046,2714.148177066789
DRG39,OUT035,912.0385054476792
FDU32,OUT049,2037.1298165377375
FDY27,OUT049,2855.791186438655
NCP54,OUT013,2029.903088088482
NCZ41,OUT049,2049.1253125731746
DRL49,OUT013,2377.0589574377664
FDI05,OUT018,1021.5755389183469
